data,variavel,valor,peso,subgrupo
12-2007,Locação de DVD,-0.404,0.1284,Recreação e fumo
12-2008,Locação de DVD,-0.428,0.1284,Recreação e fumo
12-2009,Locação de DVD,-0.441,0.1284,Recreação e fumo
12-2010,Locação de DVD,-0.435,0.1284,Recreação e fumo
12-2011,Locação de DVD,-0.439,0.1284,Recreação e fumo
12-2012,Locação de DVD,-0.438,0.1284,Recreação e fumo
12-2013,Locação de DVD,-0.45,0.1284,Recreação e fumo
05-2014,Locação de DVD,-0.467,0.1284,Recreação e fumo
12-1994,Sorvete,0,0.1269,Alimentação no domicílio
12-1995,Sorvete,0.004,0.1269,Alimentação no domicílio
12-1996,Sorvete,-0.013,0.1269,Alimentação no domicílio
12-1997,Sorvete,-0.047,0.1269,Alimentação no domicílio
12-1998,Sorvete,-0.068,0.1269,Alimentação no domicílio
12-1999,Sorvete,-0.098,0.1269,Alimentação no domicílio
12-2000,Sorvete,-0.107,0.1269,Alimentação no domicílio
12-2001,Sorvete,-0.133,0.1269,Alimentação no domicílio
12-2002,Sorvete,-0.189,0.1269,Alimentação no domicílio
12-2003,Sorvete,-0.119,0.1269,Alimentação no domicílio
12-2004,Sorvete,-0.082,0.1269,Alimentação no domicílio
12-2005,Sorvete,-0.092,0.1269,Alimentação no domicílio
12-2006,Sorvete,-0.099,0.1269,Alimentação no domicílio
12-2007,Sorvete,-0.076,0.1269,Alimentação no domicílio
12-2008,Sorvete,-0.083,0.1269,Alimentação no domicílio
12-2009,Sorvete,-0.137,0.1269,Alimentação no domicílio
12-2010,Sorvete,-0.202,0.1269,Alimentação no domicílio
12-2011,Sorvete,-0.128,0.1269,Alimentação no domicílio
12-2012,Sorvete,-0.07,0.1269,Alimentação no domicílio
12-2013,Sorvete,-0.031,0.1269,Alimentação no domicílio
05-2014,Sorvete,0.01,0.1269,Alimentação no domicílio
12-1994,Colchão,0,0.1268,Móveis e utensílios
12-1995,Colchão,-0.011,0.1268,Móveis e utensílios
12-1996,Colchão,0.001,0.1268,Móveis e utensílios
12-1997,Colchão,-0.011,0.1268,Móveis e utensílios
12-1998,Colchão,0.011,0.1268,Móveis e utensílios
12-1999,Colchão,0.104,0.1268,Móveis e utensílios
12-2000,Colchão,0.138,0.1268,Móveis e utensílios
12-2001,Colchão,0.17,0.1268,Móveis e utensílios
12-2002,Colchão,0.33,0.1268,Móveis e utensílios
12-2003,Colchão,0.208,0.1268,Móveis e utensílios
12-2004,Colchão,0.198,0.1268,Móveis e utensílios
12-2005,Colchão,0.186,0.1268,Móveis e utensílios
12-2006,Colchão,0.159,0.1268,Móveis e utensílios
12-2007,Colchão,0.12,0.1268,Móveis e utensílios
12-2008,Colchão,0.201,0.1268,Móveis e utensílios
12-2009,Colchão,0.134,0.1268,Móveis e utensílios
12-2010,Colchão,0.147,0.1268,Móveis e utensílios
12-2011,Colchão,0.171,0.1268,Móveis e utensílios
12-2012,Colchão,0.102,0.1268,Móveis e utensílios
12-2013,Colchão,0.091,0.1268,Móveis e utensílios
05-2014,Colchão,0.122,0.1268,Móveis e utensílios
12-1994,Chocolate em barra e bombom,0,0.1261,Alimentação no domicílio
12-1995,Chocolate em barra e bombom,-0.009,0.1261,Alimentação no domicílio
12-1996,Chocolate em barra e bombom,-0.013,0.1261,Alimentação no domicílio
12-1997,Chocolate em barra e bombom,0.016,0.1261,Alimentação no domicílio
12-1998,Chocolate em barra e bombom,0.062,0.1261,Alimentação no domicílio
12-1999,Chocolate em barra e bombom,0.076,0.1261,Alimentação no domicílio
12-2000,Chocolate em barra e bombom,0.122,0.1261,Alimentação no domicílio
12-2001,Chocolate em barra e bombom,0.112,0.1261,Alimentação no domicílio
12-2002,Chocolate em barra e bombom,0.229,0.1261,Alimentação no domicílio
12-2003,Chocolate em barra e bombom,0.338,0.1261,Alimentação no domicílio
12-2004,Chocolate em barra e bombom,0.243,0.1261,Alimentação no domicílio
12-2005,Chocolate em barra e bombom,0.139,0.1261,Alimentação no domicílio
12-2006,Chocolate em barra e bombom,0.104,0.1261,Alimentação no domicílio
12-2007,Chocolate em barra e bombom,0.066,0.1261,Alimentação no domicílio
12-2008,Chocolate em barra e bombom,0.063,0.1261,Alimentação no domicílio
12-2009,Chocolate em barra e bombom,0.073,0.1261,Alimentação no domicílio
12-2010,Chocolate em barra e bombom,0.016,0.1261,Alimentação no domicílio
12-2011,Chocolate em barra e bombom,-0.037,0.1261,Alimentação no domicílio
12-2012,Chocolate em barra e bombom,-0.056,0.1261,Alimentação no domicílio
12-2013,Chocolate em barra e bombom,-0.104,0.1261,Alimentação no domicílio
05-2014,Chocolate em barra e bombom,-0.104,0.1261,Alimentação no domicílio
12-1994,Detergente,0,0.126,Encargos e manutenção
12-1995,Detergente,0.103,0.126,Encargos e manutenção
12-1996,Detergente,0.031,0.126,Encargos e manutenção
12-1997,Detergente,-0.02,0.126,Encargos e manutenção
12-1998,Detergente,-0.011,0.126,Encargos e manutenção
12-1999,Detergente,0.054,0.126,Encargos e manutenção
12-2000,Detergente,0.018,0.126,Encargos e manutenção
12-2001,Detergente,0.038,0.126,Encargos e manutenção
12-2002,Detergente,0.096,0.126,Encargos e manutenção
12-2003,Detergente,0.118,0.126,Encargos e manutenção
12-2004,Detergente,0.103,0.126,Encargos e manutenção
12-2005,Detergente,0.093,0.126,Encargos e manutenção
12-2006,Detergente,0.039,0.126,Encargos e manutenção
12-2007,Detergente,0.04,0.126,Encargos e manutenção
12-2008,Detergente,0.022,0.126,Encargos e manutenção
12-2009,Detergente,0.006,0.126,Encargos e manutenção
12-2010,Detergente,0.009,0.126,Encargos e manutenção
12-2011,Detergente,0.007,0.126,Encargos e manutenção
12-2012,Detergente,-0.006,0.126,Encargos e manutenção
12-2013,Detergente,0.004,0.126,Encargos e manutenção
05-2014,Detergente,0.023,0.126,Encargos e manutenção
12-1994,Cebola,0,0.124,Alimentação no domicílio
12-1995,Cebola,-0.393,0.124,Alimentação no domicílio
12-1996,Cebola,-0.279,0.124,Alimentação no domicílio
12-1997,Cebola,-0.072,0.124,Alimentação no domicílio
12-1998,Cebola,-0.084,0.124,Alimentação no domicílio
12-1999,Cebola,-0.478,0.124,Alimentação no domicílio
12-2000,Cebola,-0.356,0.124,Alimentação no domicílio
12-2001,Cebola,-0.225,0.124,Alimentação no domicílio
12-2002,Cebola,-0.379,0.124,Alimentação no domicílio
12-2003,Cebola,-0.413,0.124,Alimentação no domicílio
12-2004,Cebola,-0.358,0.124,Alimentação no domicílio
12-2005,Cebola,-0.237,0.124,Alimentação no domicílio
12-2006,Cebola,-0.512,0.124,Alimentação no domicílio
12-2007,Cebola,-0.269,0.124,Alimentação no domicílio
12-2008,Cebola,-0.207,0.124,Alimentação no domicílio
12-2009,Cebola,0.17,0.124,Alimentação no domicílio
12-2010,Cebola,-0.389,0.124,Alimentação no domicílio
12-2011,Cebola,-0.293,0.124,Alimentação no domicílio
12-2012,Cebola,-0.125,0.124,Alimentação no domicílio
12-2013,Cebola,-0.239,0.124,Alimentação no domicílio
05-2014,Cebola,-0.029,0.124,Alimentação no domicílio
12-1994,Pão de forma,0,0.1223,Alimentação no domicílio
12-1995,Pão de forma,-0.183,0.1223,Alimentação no domicílio
12-1996,Pão de forma,-0.254,0.1223,Alimentação no domicílio
12-1997,Pão de forma,-0.291,0.1223,Alimentação no domicílio
12-1998,Pão de forma,-0.303,0.1223,Alimentação no domicílio
12-1999,Pão de forma,-0.37,0.1223,Alimentação no domicílio
12-2000,Pão de forma,-0.392,0.1223,Alimentação no domicílio
12-2001,Pão de forma,-0.352,0.1223,Alimentação no domicílio
12-2002,Pão de forma,-0.277,0.1223,Alimentação no domicílio
12-2003,Pão de forma,-0.358,0.1223,Alimentação no domicílio
12-2004,Pão de forma,-0.389,0.1223,Alimentação no domicílio
12-2005,Pão de forma,-0.428,0.1223,Alimentação no domicílio
12-2006,Pão de forma,-0.456,0.1223,Alimentação no domicílio
12-2007,Pão de forma,-0.452,0.1223,Alimentação no domicílio
12-2008,Pão de forma,-0.435,0.1223,Alimentação no domicílio
12-2009,Pão de forma,-0.463,0.1223,Alimentação no domicílio
12-2010,Pão de forma,-0.461,0.1223,Alimentação no domicílio
12-2011,Pão de forma,-0.451,0.1223,Alimentação no domicílio
12-2012,Pão de forma,-0.43,0.1223,Alimentação no domicílio
12-2013,Pão de forma,-0.388,0.1223,Alimentação no domicílio
05-2014,Pão de forma,-0.379,0.1223,Alimentação no domicílio
12-1994,Pá,0,0.1222,Alimentação no domicílio
12-1995,Pá,-0.245,0.1222,Alimentação no domicílio
12-1996,Pá,-0.328,0.1222,Alimentação no domicílio
12-1997,Pá,-0.322,0.1222,Alimentação no domicílio
12-1998,Pá,-0.261,0.1222,Alimentação no domicílio
12-1999,Pá,-0.173,0.1222,Alimentação no domicílio
12-2000,Pá,-0.15,0.1222,Alimentação no domicílio
12-2001,Pá,-0.149,0.1222,Alimentação no domicílio
12-2002,Pá,-0.161,0.1222,Alimentação no domicílio
12-2003,Pá,-0.17,0.1222,Alimentação no domicílio
12-2004,Pá,-0.21,0.1222,Alimentação no domicílio
12-2005,Pá,-0.243,0.1222,Alimentação no domicílio
12-2006,Pá,-0.233,0.1222,Alimentação no domicílio
12-2007,Pá,-0.095,0.1222,Alimentação no domicílio
12-2008,Pá,0.131,0.1222,Alimentação no domicílio
12-2009,Pá,0.009,0.1222,Alimentação no domicílio
12-2010,Pá,0.133,0.1222,Alimentação no domicílio
12-2011,Pá,0.11,0.1222,Alimentação no domicílio
12-2012,Pá,0.068,0.1222,Alimentação no domicílio
12-2013,Pá,0.03,0.1222,Alimentação no domicílio
05-2014,Pá,0.12,0.1222,Alimentação no domicílio
12-1994,Salsicha,0,0.1181,Alimentação no domicílio
12-1995,Salsicha,-0.051,0.1181,Alimentação no domicílio
12-1996,Salsicha,-0.153,0.1181,Alimentação no domicílio
12-1997,Salsicha,-0.14,0.1181,Alimentação no domicílio
12-1998,Salsicha,-0.117,0.1181,Alimentação no domicílio
12-1999,Salsicha,-0.117,0.1181,Alimentação no domicílio
12-2000,Salsicha,-0.097,0.1181,Alimentação no domicílio
12-2001,Salsicha,-0.183,0.1181,Alimentação no domicílio
12-2002,Salsicha,-0.131,0.1181,Alimentação no domicílio
12-2003,Salsicha,0.01,0.1181,Alimentação no domicílio
12-2004,Salsicha,-0.048,0.1181,Alimentação no domicílio
12-2005,Salsicha,-0.073,0.1181,Alimentação no domicílio
12-2006,Salsicha,-0.124,0.1181,Alimentação no domicílio
12-2007,Salsicha,-0.108,0.1181,Alimentação no domicílio
12-2008,Salsicha,-0.049,0.1181,Alimentação no domicílio
12-2009,Salsicha,-0.068,0.1181,Alimentação no domicílio
12-2010,Salsicha,-0.036,0.1181,Alimentação no domicílio
12-2011,Salsicha,-0.017,0.1181,Alimentação no domicílio
12-2012,Salsicha,0.109,0.1181,Alimentação no domicílio
12-2013,Salsicha,0.172,0.1181,Alimentação no domicílio
05-2014,Salsicha,0.188,0.1181,Alimentação no domicílio
12-1994,Bermuda e short infantil,0,0.1134,Roupas
12-1995,Bermuda e short infantil,-0.13,0.1134,Roupas
12-1996,Bermuda e short infantil,-0.225,0.1134,Roupas
12-1997,Bermuda e short infantil,-0.257,0.1134,Roupas
12-1998,Bermuda e short infantil,-0.251,0.1134,Roupas
12-1999,Bermuda e short infantil,-0.28,0.1134,Roupas
12-2000,Bermuda e short infantil,-0.295,0.1134,Roupas
12-2001,Bermuda e short infantil,-0.315,0.1134,Roupas
12-2002,Bermuda e short infantil,-0.353,0.1134,Roupas
12-2003,Bermuda e short infantil,-0.361,0.1134,Roupas
12-2004,Bermuda e short infantil,-0.345,0.1134,Roupas
12-2005,Bermuda e short infantil,-0.361,0.1134,Roupas
12-2006,Bermuda e short infantil,-0.382,0.1134,Roupas
12-2007,Bermuda e short infantil,-0.376,0.1134,Roupas
12-2008,Bermuda e short infantil,-0.38,0.1134,Roupas
12-2009,Bermuda e short infantil,-0.374,0.1134,Roupas
12-2010,Bermuda e short infantil,-0.349,0.1134,Roupas
12-2011,Bermuda e short infantil,-0.332,0.1134,Roupas
12-2012,Bermuda e short infantil,-0.348,0.1134,Roupas
12-2013,Bermuda e short infantil,-0.345,0.1134,Roupas
05-2014,Bermuda e short infantil,-0.356,0.1134,Roupas
12-1994,Açúcar refinado,0,0.1108,Alimentação no domicílio
12-1995,Açúcar refinado,-0.119,0.1108,Alimentação no domicílio
12-1996,Açúcar refinado,-0.347,0.1108,Alimentação no domicílio
12-1997,Açúcar refinado,-0.399,0.1108,Alimentação no domicílio
12-1998,Açúcar refinado,-0.447,0.1108,Alimentação no domicílio
12-1999,Açúcar refinado,-0.332,0.1108,Alimentação no domicílio
12-2000,Açúcar refinado,-0.136,0.1108,Alimentação no domicílio
12-2001,Açúcar refinado,-0.263,0.1108,Alimentação no domicílio
12-2002,Açúcar refinado,0.089,0.1108,Alimentação no domicílio
12-2003,Açúcar refinado,-0.176,0.1108,Alimentação no domicílio
12-2004,Açúcar refinado,-0.167,0.1108,Alimentação no domicílio
12-2005,Açúcar refinado,-0.187,0.1108,Alimentação no domicílio
12-2006,Açúcar refinado,-0.088,0.1108,Alimentação no domicílio
12-2007,Açúcar refinado,-0.325,0.1108,Alimentação no domicílio
12-2008,Açúcar refinado,-0.28,0.1108,Alimentação no domicílio
12-2009,Açúcar refinado,0.057,0.1108,Alimentação no domicílio
12-2010,Açúcar refinado,0.217,0.1108,Alimentação no domicílio
12-2011,Açúcar refinado,0.174,0.1108,Alimentação no domicílio
12-2012,Açúcar refinado,0.074,0.1108,Alimentação no domicílio
12-2013,Açúcar refinado,-0.133,0.1108,Alimentação no domicílio
05-2014,Açúcar refinado,-0.174,0.1108,Alimentação no domicílio
12-1994,Outras bebidas alcoólicas,0,0.11,Alimentação no domicílio
12-1995,Outras bebidas alcoólicas,-0.08,0.11,Alimentação no domicílio
12-1996,Outras bebidas alcoólicas,-0.071,0.11,Alimentação no domicílio
12-1997,Outras bebidas alcoólicas,-0.172,0.11,Alimentação no domicílio
12-1998,Outras bebidas alcoólicas,-0.246,0.11,Alimentação no domicílio
12-1999,Outras bebidas alcoólicas,-0.215,0.11,Alimentação no domicílio
12-2000,Outras bebidas alcoólicas,-0.224,0.11,Alimentação no domicílio
12-2001,Outras bebidas alcoólicas,-0.204,0.11,Alimentação no domicílio
12-2002,Outras bebidas alcoólicas,-0.242,0.11,Alimentação no domicílio
12-2003,Outras bebidas alcoólicas,-0.258,0.11,Alimentação no domicílio
12-2004,Outras bebidas alcoólicas,-0.296,0.11,Alimentação no domicílio
12-2005,Outras bebidas alcoólicas,-0.301,0.11,Alimentação no domicílio
12-2006,Outras bebidas alcoólicas,-0.312,0.11,Alimentação no domicílio
12-2007,Outras bebidas alcoólicas,-0.314,0.11,Alimentação no domicílio
12-2008,Outras bebidas alcoólicas,-0.31,0.11,Alimentação no domicílio
12-2009,Outras bebidas alcoólicas,-0.252,0.11,Alimentação no domicílio
12-2010,Outras bebidas alcoólicas,-0.245,0.11,Alimentação no domicílio
12-2011,Outras bebidas alcoólicas,-0.258,0.11,Alimentação no domicílio
12-2012,Outras bebidas alcoólicas,-0.267,0.11,Alimentação no domicílio
12-2013,Outras bebidas alcoólicas,-0.289,0.11,Alimentação no domicílio
05-2014,Outras bebidas alcoólicas,-0.289,0.11,Alimentação no domicílio
12-1994,Bolo,0,0.1092,Alimentação no domicílio
12-1995,Bolo,0.126,0.1092,Alimentação no domicílio
12-1996,Bolo,-0.102,0.1092,Alimentação no domicílio
12-1997,Bolo,-0.162,0.1092,Alimentação no domicílio
12-1998,Bolo,-0.061,0.1092,Alimentação no domicílio
12-1999,Bolo,-0.092,0.1092,Alimentação no domicílio
12-2000,Bolo,-0.149,0.1092,Alimentação no domicílio
12-2001,Bolo,-0.171,0.1092,Alimentação no domicílio
12-2002,Bolo,-0.157,0.1092,Alimentação no domicílio
12-2003,Bolo,-0.199,0.1092,Alimentação no domicílio
12-2004,Bolo,-0.21,0.1092,Alimentação no domicílio
12-2005,Bolo,-0.242,0.1092,Alimentação no domicílio
12-2006,Bolo,-0.243,0.1092,Alimentação no domicílio
12-2007,Bolo,-0.2,0.1092,Alimentação no domicílio
12-2008,Bolo,-0.183,0.1092,Alimentação no domicílio
12-2009,Bolo,-0.278,0.1092,Alimentação no domicílio
12-2010,Bolo,-0.272,0.1092,Alimentação no domicílio
12-2011,Bolo,-0.289,0.1092,Alimentação no domicílio
12-2012,Bolo,-0.291,0.1092,Alimentação no domicílio
12-2013,Bolo,-0.237,0.1092,Alimentação no domicílio
05-2014,Bolo,-0.25,0.1092,Alimentação no domicílio
12-1994,Dermatológico,0,0.1086,Produtos farmacêuticos. óculos e lentes
12-1995,Dermatológico,-0.028,0.1086,Produtos farmacêuticos. óculos e lentes
12-1996,Dermatológico,0.054,0.1086,Produtos farmacêuticos. óculos e lentes
12-1997,Dermatológico,0.108,0.1086,Produtos farmacêuticos. óculos e lentes
12-1998,Dermatológico,0.377,0.1086,Produtos farmacêuticos. óculos e lentes
12-1999,Dermatológico,0.494,0.1086,Produtos farmacêuticos. óculos e lentes
12-2000,Dermatológico,0.383,0.1086,Produtos farmacêuticos. óculos e lentes
12-2001,Dermatológico,0.328,0.1086,Produtos farmacêuticos. óculos e lentes
12-2002,Dermatológico,0.3,0.1086,Produtos farmacêuticos. óculos e lentes
12-2003,Dermatológico,0.31,0.1086,Produtos farmacêuticos. óculos e lentes
12-2004,Dermatológico,0.259,0.1086,Produtos farmacêuticos. óculos e lentes
12-2005,Dermatológico,0.264,0.1086,Produtos farmacêuticos. óculos e lentes
12-2006,Dermatológico,0.275,0.1086,Produtos farmacêuticos. óculos e lentes
12-2007,Dermatológico,0.22,0.1086,Produtos farmacêuticos. óculos e lentes
12-2008,Dermatológico,0.193,0.1086,Produtos farmacêuticos. óculos e lentes
12-2009,Dermatológico,0.22,0.1086,Produtos farmacêuticos. óculos e lentes
12-2010,Dermatológico,0.195,0.1086,Produtos farmacêuticos. óculos e lentes
12-2011,Dermatológico,0.176,0.1086,Produtos farmacêuticos. óculos e lentes
12-2012,Dermatológico,0.139,0.1086,Produtos farmacêuticos. óculos e lentes
12-2013,Dermatológico,0.123,0.1086,Produtos farmacêuticos. óculos e lentes
05-2014,Dermatológico,0.129,0.1086,Produtos farmacêuticos. óculos e lentes
12-1994,Estacionamento,0,0.1076,Transporte
12-1995,Estacionamento,0.219,0.1076,Transporte
12-1996,Estacionamento,0.332,0.1076,Transporte
12-1997,Estacionamento,0.338,0.1076,Transporte
12-1998,Estacionamento,0.324,0.1076,Transporte
12-1999,Estacionamento,0.204,0.1076,Transporte
12-2000,Estacionamento,0.162,0.1076,Transporte
12-2001,Estacionamento,0.106,0.1076,Transporte
12-2002,Estacionamento,0.009,0.1076,Transporte
12-2003,Estacionamento,-0.051,0.1076,Transporte
12-2004,Estacionamento,-0.139,0.1076,Transporte
12-2005,Estacionamento,-0.14,0.1076,Transporte
12-2006,Estacionamento,-0.1,0.1076,Transporte
12-2007,Estacionamento,-0.08,0.1076,Transporte
12-2008,Estacionamento,-0.065,0.1076,Transporte
12-2009,Estacionamento,-0.019,0.1076,Transporte
12-2010,Estacionamento,0.025,0.1076,Transporte
12-2011,Estacionamento,0.097,0.1076,Transporte
12-2012,Estacionamento,0.131,0.1076,Transporte
12-2013,Estacionamento,0.215,0.1076,Transporte
05-2014,Estacionamento,0.216,0.1076,Transporte
12-1994,Exame de laboratório,0,0.1076,Atendimento e serviços
12-1995,Exame de laboratório,0.056,0.1076,Atendimento e serviços
12-1996,Exame de laboratório,0.093,0.1076,Atendimento e serviços
12-1997,Exame de laboratório,0.068,0.1076,Atendimento e serviços
12-1998,Exame de laboratório,0.059,0.1076,Atendimento e serviços
12-1999,Exame de laboratório,-0.045,0.1076,Atendimento e serviços
12-2000,Exame de laboratório,-0.085,0.1076,Atendimento e serviços
12-2001,Exame de laboratório,-0.146,0.1076,Atendimento e serviços
12-2002,Exame de laboratório,-0.208,0.1076,Atendimento e serviços
12-2003,Exame de laboratório,-0.254,0.1076,Atendimento e serviços
12-2004,Exame de laboratório,-0.287,0.1076,Atendimento e serviços
12-2005,Exame de laboratório,-0.311,0.1076,Atendimento e serviços
12-2006,Exame de laboratório,-0.328,0.1076,Atendimento e serviços
12-2007,Exame de laboratório,-0.348,0.1076,Atendimento e serviços
12-2008,Exame de laboratório,-0.377,0.1076,Atendimento e serviços
12-2009,Exame de laboratório,-0.388,0.1076,Atendimento e serviços
12-2010,Exame de laboratório,-0.404,0.1076,Atendimento e serviços
12-2011,Exame de laboratório,-0.424,0.1076,Atendimento e serviços
12-2012,Exame de laboratório,-0.431,0.1076,Atendimento e serviços
12-2013,Exame de laboratório,-0.439,0.1076,Atendimento e serviços
05-2014,Exame de laboratório,-0.445,0.1076,Atendimento e serviços
12-1994,Pão doce,0,0.1053,Alimentação no domicílio
12-1995,Pão doce,0.076,0.1053,Alimentação no domicílio
12-1996,Pão doce,0.069,0.1053,Alimentação no domicílio
12-1997,Pão doce,0.027,0.1053,Alimentação no domicílio
12-1998,Pão doce,-0.008,0.1053,Alimentação no domicílio
12-1999,Pão doce,-0.005,0.1053,Alimentação no domicílio
12-2000,Pão doce,-0.036,0.1053,Alimentação no domicílio
12-2001,Pão doce,0.003,0.1053,Alimentação no domicílio
12-2002,Pão doce,0.108,0.1053,Alimentação no domicílio
12-2003,Pão doce,0.083,0.1053,Alimentação no domicílio
12-2004,Pão doce,0.055,0.1053,Alimentação no domicílio
12-2005,Pão doce,-0.009,0.1053,Alimentação no domicílio
12-2006,Pão doce,-0.056,0.1053,Alimentação no domicílio
12-2007,Pão doce,-0.025,0.1053,Alimentação no domicílio
12-2008,Pão doce,0.031,0.1053,Alimentação no domicílio
12-2009,Pão doce,0.02,0.1053,Alimentação no domicílio
12-2010,Pão doce,0.018,0.1053,Alimentação no domicílio
12-2011,Pão doce,0.034,0.1053,Alimentação no domicílio
12-2012,Pão doce,0.055,0.1053,Alimentação no domicílio
12-2013,Pão doce,0.129,0.1053,Alimentação no domicílio
05-2014,Pão doce,0.109,0.1053,Alimentação no domicílio
12-1994,Desodorante,0,0.104,Cuidados pessoais
12-1995,Desodorante,-0.024,0.104,Cuidados pessoais
12-1996,Desodorante,-0.07,0.104,Cuidados pessoais
12-1997,Desodorante,-0.065,0.104,Cuidados pessoais
12-1998,Desodorante,-0.029,0.104,Cuidados pessoais
12-1999,Desodorante,-0.038,0.104,Cuidados pessoais
12-2000,Desodorante,0.034,0.104,Cuidados pessoais
12-2001,Desodorante,0.062,0.104,Cuidados pessoais
12-2002,Desodorante,0.068,0.104,Cuidados pessoais
12-2003,Desodorante,0.139,0.104,Cuidados pessoais
12-2004,Desodorante,0.101,0.104,Cuidados pessoais
12-2005,Desodorante,0.059,0.104,Cuidados pessoais
12-2006,Desodorante,0.05,0.104,Cuidados pessoais
12-2007,Desodorante,0.066,0.104,Cuidados pessoais
12-2008,Desodorante,0.11,0.104,Cuidados pessoais
12-2009,Desodorante,0.106,0.104,Cuidados pessoais
12-2010,Desodorante,0.039,0.104,Cuidados pessoais
12-2011,Desodorante,0.004,0.104,Cuidados pessoais
12-2012,Desodorante,0.06,0.104,Cuidados pessoais
12-2013,Desodorante,0.089,0.104,Cuidados pessoais
05-2014,Desodorante,0.088,0.104,Cuidados pessoais
12-1994,Banana - d'agua,0,0.1039,Alimentação no domicílio
12-1995,Banana - d'agua,-0.108,0.1039,Alimentação no domicílio
12-1996,Banana - d'agua,-0.166,0.1039,Alimentação no domicílio
12-1997,Banana - d'agua,-0.344,0.1039,Alimentação no domicílio
12-1998,Banana - d'agua,-0.286,0.1039,Alimentação no domicílio
12-1999,Banana - d'agua,-0.298,0.1039,Alimentação no domicílio
12-2000,Banana - d'agua,-0.266,0.1039,Alimentação no domicílio
12-2001,Banana - d'agua,-0.371,0.1039,Alimentação no domicílio
12-2002,Banana - d'agua,-0.391,0.1039,Alimentação no domicílio
12-2003,Banana - d'agua,-0.243,0.1039,Alimentação no domicílio
12-2004,Banana - d'agua,-0.335,0.1039,Alimentação no domicílio
12-2005,Banana - d'agua,-0.371,0.1039,Alimentação no domicílio
12-2006,Banana - d'agua,-0.24,0.1039,Alimentação no domicílio
12-2007,Banana - d'agua,-0.198,0.1039,Alimentação no domicílio
12-2008,Banana - d'agua,-0.166,0.1039,Alimentação no domicílio
12-2009,Banana - d'agua,-0.187,0.1039,Alimentação no domicílio
12-2010,Banana - d'agua,-0.14,0.1039,Alimentação no domicílio
12-2011,Banana - d'agua,-0.148,0.1039,Alimentação no domicílio
12-2012,Banana - d'agua,-0.137,0.1039,Alimentação no domicílio
12-2013,Banana - d'agua,-0.019,0.1039,Alimentação no domicílio
05-2014,Banana - d'agua,0.106,0.1039,Alimentação no domicílio
12-1994,Óleo lubrificante,0,0.1025,Transporte
12-1995,Óleo lubrificante,-0.079,0.1025,Transporte
12-1996,Óleo lubrificante,-0.14,0.1025,Transporte
12-1997,Óleo lubrificante,-0.148,0.1025,Transporte
12-1998,Óleo lubrificante,-0.137,0.1025,Transporte
12-1999,Óleo lubrificante,-0.113,0.1025,Transporte
12-2000,Óleo lubrificante,-0.099,0.1025,Transporte
12-2001,Óleo lubrificante,-0.115,0.1025,Transporte
12-2002,Óleo lubrificante,-0.086,0.1025,Transporte
12-2003,Óleo lubrificante,-0.027,0.1025,Transporte
12-2004,Óleo lubrificante,-0.01,0.1025,Transporte
12-2005,Óleo lubrificante,0.001,0.1025,Transporte
12-2006,Óleo lubrificante,0.087,0.1025,Transporte
12-2007,Óleo lubrificante,0.088,0.1025,Transporte
12-2008,Óleo lubrificante,0.236,0.1025,Transporte
12-2009,Óleo lubrificante,0.303,0.1025,Transporte
12-2010,Óleo lubrificante,0.246,0.1025,Transporte
12-2011,Óleo lubrificante,0.23,0.1025,Transporte
12-2012,Óleo lubrificante,0.215,0.1025,Transporte
12-2013,Óleo lubrificante,0.174,0.1025,Transporte
05-2014,Óleo lubrificante,0.178,0.1025,Transporte
12-1994,Café da manhã,0,0.0995,Alimentação fora do domicílio
12-1995,Café da manhã,-0.036,0.0995,Alimentação fora do domicílio
12-1996,Café da manhã,-0.073,0.0995,Alimentação fora do domicílio
12-1997,Café da manhã,-0.112,0.0995,Alimentação fora do domicílio
12-1998,Café da manhã,-0.127,0.0995,Alimentação fora do domicílio
12-1999,Café da manhã,-0.185,0.0995,Alimentação fora do domicílio
12-2000,Café da manhã,-0.188,0.0995,Alimentação fora do domicílio
12-2001,Café da manhã,-0.205,0.0995,Alimentação fora do domicílio
12-2002,Café da manhã,-0.2,0.0995,Alimentação fora do domicílio
12-2003,Café da manhã,-0.191,0.0995,Alimentação fora do domicílio
12-2004,Café da manhã,-0.19,0.0995,Alimentação fora do domicílio
12-2005,Café da manhã,-0.182,0.0995,Alimentação fora do domicílio
12-2006,Café da manhã,-0.162,0.0995,Alimentação fora do domicílio
12-2007,Café da manhã,-0.103,0.0995,Alimentação fora do domicílio
12-2008,Café da manhã,-0.075,0.0995,Alimentação fora do domicílio
12-2009,Café da manhã,-0.033,0.0995,Alimentação fora do domicílio
12-2010,Café da manhã,-0.025,0.0995,Alimentação fora do domicílio
12-2011,Café da manhã,0.013,0.0995,Alimentação fora do domicílio
12-2012,Café da manhã,0.06,0.0995,Alimentação fora do domicílio
12-2013,Café da manhã,0.122,0.0995,Alimentação fora do domicílio
05-2014,Café da manhã,0.133,0.0995,Alimentação fora do domicílio
12-1994,Bicicleta,0,0.0989,Recreação e fumo
12-1995,Bicicleta,-0.112,0.0989,Recreação e fumo
12-1996,Bicicleta,-0.191,0.0989,Recreação e fumo
12-1997,Bicicleta,-0.271,0.0989,Recreação e fumo
12-1998,Bicicleta,-0.282,0.0989,Recreação e fumo
